atlasId,atlasName,cohortId,name
1771647,Cu-IUD,1771647,CuIUD
1771648,LNG-IUS,1771648,LNGIUS
1771054,Alt High Grade Cervical Neoplasm,1771054,Alt_High_Grade_Cervical_Neoplasm
1772370,Cu Cervical Cancer Screen,1772370,CuCervicalCancerScreen
1772371,LNG Cervical Cancer Screen,1772371,LNGCervicalCancerScreen
1772372,Cu Preventive Health,1772372,CuPreventiveHealth
1772373,LNG Preventive Health,1772373,LNGPreventiveHealth
1772374,LNG Mirena Liletta,1772374,LNGMirenaLiletta
1772375,LNG Skyla Kyleena,1772375,LNG_Skyla_Kyleena
1772392,Characterization Cu-IUD Primary Invasive Cervical Cancer,1772392,CuIUDPrimaryInvasiveCervicalCancer
1772393,LNG-IUS Primary Invasive Cervical Cancer,1772393,LNG-IUSPrimaryInvasiveCervicalCancer
1772394,Cu-IUD High Grade CIN,1772394,Cu-IUDHighGradeCIN
1772395,LNG-IUS High Grade CIN,1772395,LNG-IUSHighGradeCIN
